profile,actor,DPS,int,haste,crit,mastery,vers,dpsW,
single_target,SWV_ToF_AS_VT_DA,22802,1.00,1.49,1.54,1.12,1.21,0.47,
single_target,SWV_DV_SWD_LI_LotV,22789,1.00,1.61,1.40,1.15,1.21,0.47,
single_target,FotM_DV_SWD_LI_LotV,22774,1.00,1.60,1.40,1.15,1.18,0.46,
single_target,SI_ToF_AS_LI_LotV,22757,1.00,1.62,1.60,1.19,1.21,0.46,
single_target,SWV_ToF_SC_VT_LotV,22756,1.00,1.50,1.39,1.09,1.21,0.47,
single_target,SWV_DV_SC_LI_DA,22736,1.00,1.48,1.39,1.16,1.21,0.47,
single_target,SWV_Mis_SC_LI_LotV,22735,1.00,1.53,1.40,1.17,1.20,0.47,
single_target,FotM_ToF_SWD_MB_DA,22733,1.00,1.46,1.40,1.12,1.20,0.47,
single_target,SWV_ToF_SWD_VT_LotV,22730,1.00,1.51,1.39,1.09,1.20,0.47,
single_target,FotM_DV_SC_LI_DA,22730,1.00,1.52,1.41,1.17,1.20,0.48,
single_target,SWV_DV_AS_VT_LotV,22715,1.00,1.53,1.55,1.08,1.21,0.48,
single_target,SWV_ToF_SWD_MB_DA,22695,1.00,1.43,1.38,1.11,1.22,0.47,
single_target,SWV_ToF_AS_MB_STM,22690,1.00,1.51,1.52,1.13,1.20,0.47,
single_target,FotM_DV_SWD_LI_DA,22687,1.00,1.48,1.38,1.13,1.19,0.46,
single_target,FotM_Mis_SC_LI_STM,22685,1.00,1.52,1.39,1.18,1.21,0.47,
single_target,FotM_Mis_SC_LI_DA,22683,1.00,1.58,1.37,1.16,1.20,0.46,
single_target,SWV_ToF_SC_MB_DA,22683,1.00,1.45,1.39,1.13,1.21,0.46,
single_target,SI_ToF_AS_LI_STM,22677,1.00,1.69,1.57,1.19,1.20,0.47,
single_target,FotM_Mis_SC_LI_LotV,22675,1.00,1.53,1.39,1.16,1.19,0.46,
single_target,SWV_Mis_AS_MB_LotV,22675,1.00,1.50,1.54,1.14,1.21,0.47,
single_target,FotM_ToF_SC_MB_DA,22673,1.00,1.45,1.37,1.10,1.18,0.46,
single_target,FotM_Mis_AS_MB_LotV,22673,1.00,1.50,1.53,1.11,1.20,0.46,
single_target,FotM_Mis_SWD_LI_DA,22664,1.00,1.56,1.39,1.18,1.20,0.47,
single_target,SWV_DV_SWD_LI_DA,22662,1.00,1.46,1.37,1.12,1.18,0.46,
single_target,SWV_Mis_SC_LI_DA,22654,1.00,1.54,1.39,1.17,1.20,0.47,
single_target,FotM_DV_AS_MB_LotV,22651,1.00,1.58,1.56,1.12,1.23,0.47,
single_target,SWV_DV_AS_MB_LotV,22646,1.00,1.56,1.56,1.11,1.20,0.47,
single_target,FotM_DV_SC_LI_STM,22626,1.00,1.57,1.39,1.15,1.20,0.47,
single_target,SWV_DV_SC_LI_STM,22620,1.00,1.51,1.36,1.12,1.20,0.47,
single_target,FotM_DV_AS_VT_LotV,22594,1.00,1.48,1.54,1.08,1.21,0.47,
single_target,FotM_ToF_SC_VT_LotV,22591,1.00,1.49,1.41,1.09,1.20,0.48,
single_target,SWV_Mis_SWD_LI_DA,22583,1.00,1.52,1.39,1.17,1.19,0.47,
single_target,SI_ToF_SC_LI_DA,22564,1.00,1.56,1.40,1.16,1.19,0.46,
single_target,SWV_Mis_SWD_LI_LotV,22563,1.00,1.51,1.41,1.19,1.20,0.47,
single_target,FotM_Mis_SWD_LI_LotV,22556,1.00,1.55,1.39,1.18,1.20,0.47,
single_target,FotM_Mis_AS_MB_DA,22541,1.00,1.50,1.52,1.14,1.20,0.47,
single_target,SI_ToF_AS_MB_LotV,22539,1.00,1.56,1.57,1.13,1.20,0.47,
single_target,FotM_ToF_SWD_VT_LotV,22528,1.00,1.53,1.41,1.10,1.21,0.47,
single_target,FotM_Mis_SWD_LI_STM,22516,1.00,1.64,1.37,1.17,1.20,0.47,
single_target,SI_DV_AS_LI_LotV,22516,1.00,1.68,1.59,1.15,1.21,0.47,
single_target,FotM_DV_SWD_LI_STM,22509,1.00,1.58,1.35,1.15,1.18,0.46,
single_target,SI_ToF_SC_LI_LotV,22505,1.00,1.56,1.40,1.16,1.19,0.47,
single_target,FotM_ToF_SWD_MB_STM,22505,1.00,1.47,1.36,1.10,1.19,0.46,
single_target,FotM_ToF_SC_MB_STM,22495,1.00,1.50,1.36,1.10,1.19,0.47,
single_target,SWV_DV_AS_VT_DA,22494,1.00,1.48,1.52,1.08,1.20,0.47,
single_target,SWV_Mis_SC_LI_STM,22494,1.00,1.48,1.37,1.17,1.20,0.47,
single_target,SI_ToF_SWD_LI_DA,22491,1.00,1.58,1.40,1.15,1.21,0.47,
single_target,FotM_DV_AS_MB_DA,22487,1.00,1.42,1.53,1.11,1.22,0.48,
single_target,SI_ToF_SC_LI_STM,22481,1.00,1.53,1.39,1.16,1.21,0.47,
single_target,FotM_ToF_AS_VT_STM,22472,1.00,1.46,1.52,1.10,1.21,0.47,
single_target,SWV_Mis_AS_VT_LotV,22471,1.00,1.52,1.55,1.10,1.22,0.48,
single_target,SWV_ToF_SC_MB_STM,22452,1.00,1.48,1.36,1.10,1.19,0.47,
single_target,SWV_DV_AS_MB_DA,22451,1.00,1.44,1.54,1.13,1.22,0.48,
single_target,SWV_ToF_SC_VT_DA,22449,1.00,1.43,1.38,1.09,1.20,0.47,
single_target,SWV_Mis_AS_MB_DA,22449,1.00,1.49,1.54,1.13,1.21,0.48,
single_target,SI_DV_AS_LI_DA,22444,1.00,1.54,1.56,1.15,1.21,0.47,
single_target,SI_ToF_AS_MB_DA,22443,1.00,1.47,1.53,1.11,1.18,0.47,
single_target,SWV_Mis_SWD_LI_STM,22441,1.00,1.51,1.40,1.20,1.21,0.47,
single_target,SWV_ToF_SWD_VT_DA,22424,1.00,1.46,1.39,1.11,1.21,0.48,
single_target,SWV_ToF_AS_VT_STM,22407,1.00,1.40,1.52,1.11,1.20,0.47,
single_target,FotM_ToF_SWD_VT_DA,22402,1.00,1.50,1.38,1.09,1.20,0.47,
single_target,SWV_DV_SWD_LI_STM,22391,1.00,1.56,1.37,1.14,1.19,0.47,
single_target,FotM_Mis_AS_VT_LotV,22389,1.00,1.52,1.54,1.11,1.20,0.47,
single_target,FotM_Mis_AS_MB_STM,22385,1.00,1.48,1.50,1.10,1.20,0.47,
single_target,SWV_ToF_SWD_MB_STM,22380,1.00,1.46,1.38,1.12,1.19,0.47,
single_target,SWV_Mis_SC_MB_LotV,22378,1.00,1.47,1.40,1.12,1.19,0.47,
single_target,FotM_DV_AS_VT_DA,22373,1.00,1.51,1.52,1.07,1.20,0.47,
single_target,SI_ToF_SWD_LI_LotV,22360,1.00,1.59,1.43,1.17,1.19,0.47,
single_target,SWV_Mis_SWD_MB_LotV,22356,1.00,1.47,1.39,1.12,1.18,0.47,
single_target,FotM_ToF_SC_VT_DA,22344,1.00,1.49,1.37,1.07,1.18,0.47,
single_target,SWV_DV_SC_VT_LotV,22344,1.00,1.46,1.41,1.07,1.20,0.48,
single_target,SI_Mis_AS_LI_DA,22342,1.00,1.61,1.58,1.18,1.21,0.47,
single_target,SWV_DV_SC_MB_LotV,22339,1.00,1.44,1.35,1.06,1.17,0.46,
single_target,SWV_DV_SWD_VT_LotV,22333,1.00,1.51,1.38,1.08,1.20,0.48,
single_target,SWV_DV_SWD_MB_LotV,22317,1.00,1.49,1.38,1.09,1.20,0.47,
single_target,SI_ToF_AS_VT_LotV,22312,1.00,1.57,1.57,1.11,1.22,0.48,
single_target,FotM_Mis_SC_MB_LotV,22303,1.00,1.48,1.38,1.11,1.20,0.47,
single_target,FotM_Mis_SWD_MB_LotV,22299,1.00,1.47,1.39,1.12,1.19,0.47,
single_target,FotM_DV_SWD_MB_LotV,22272,1.00,1.54,1.41,1.11,1.20,0.48,
single_target,FotM_Mis_AS_VT_DA,22268,1.00,1.48,1.51,1.10,1.19,0.48,
single_target,SI_ToF_SWD_LI_STM,22266,1.00,1.70,1.39,1.18,1.20,0.47,
single_target,SI_ToF_SC_MB_LotV,22262,1.00,1.50,1.40,1.11,1.19,0.48,
single_target,FotM_DV_SC_MB_LotV,22258,1.00,1.51,1.40,1.10,1.20,0.48,
single_target,SWV_Mis_AS_VT_DA,22250,1.00,1.48,1.56,1.14,1.22,0.49,
single_target,SI_ToF_SWD_MB_LotV,22229,1.00,1.53,1.41,1.12,1.20,0.48,
single_target,FotM_DV_AS_MB_STM,22223,1.00,1.58,1.51,1.11,1.18,0.48,
single_target,SWV_Mis_SC_VT_LotV,22202,1.00,1.45,1.37,1.06,1.18,0.47,
single_target,SI_Mis_AS_LI_LotV,22192,1.00,1.62,1.62,1.19,1.22,0.49,
single_target,FotM_DV_SC_VT_LotV,22189,1.00,1.44,1.39,1.06,1.21,0.48,
single_target,FotM_DV_SWD_VT_LotV,22184,1.00,1.45,1.36,1.05,1.19,0.47,
single_target,SI_DV_AS_LI_STM,22179,1.00,1.65,1.54,1.14,1.18,0.47,
single_target,SWV_Mis_AS_MB_STM,22178,1.00,1.45,1.52,1.12,1.21,0.48,
single_target,FotM_Mis_SWD_MB_DA,22171,1.00,1.43,1.36,1.11,1.18,0.47,
single_target,SI_DV_SC_LI_LotV,22171,1.00,1.63,1.42,1.17,1.21,0.48,
single_target,SWV_DV_SC_MB_DA,22143,1.00,1.38,1.38,1.09,1.20,0.48,
single_target,FotM_Mis_SC_MB_DA,22139,1.00,1.44,1.38,1.11,1.19,0.48,
single_target,SI_DV_SC_LI_DA,22130,1.00,1.47,1.40,1.15,1.20,0.48,
single_target,SWV_Mis_SWD_MB_DA,22122,1.00,1.40,1.36,1.10,1.17,0.47,
single_target,SI_ToF_AS_MB_STM,22121,1.00,1.50,1.54,1.11,1.20,0.48,
single_target,SWV_DV_SC_VT_DA,22121,1.00,1.43,1.38,1.07,1.20,0.48,
single_target,SI_ToF_AS_VT_DA,22120,1.00,1.52,1.57,1.11,1.22,0.48,
single_target,SWV_DV_SWD_MB_DA,22118,1.00,1.40,1.38,1.09,1.21,0.48,
single_target,SWV_Mis_SC_MB_DA,22115,1.00,1.44,1.38,1.12,1.19,0.48,
single_target,FotM_DV_SWD_MB_DA,22114,1.00,1.39,1.41,1.11,1.21,0.48,
single_target,SI_ToF_SWD_MB_DA,22114,1.00,1.43,1.39,1.10,1.19,0.47,
single_target,SI_Mis_AS_LI_STM,22109,1.00,1.65,1.58,1.20,1.22,0.48,
single_target,SWV_Mis_SWD_VT_LotV,22107,1.00,1.48,1.39,1.08,1.20,0.47,
single_target,SWV_DV_AS_MB_STM,22100,1.00,1.51,1.51,1.11,1.21,0.48,
single_target,FotM_DV_SC_MB_DA,22090,1.00,1.42,1.38,1.07,1.19,0.48,
single_target,SI_ToF_SC_MB_DA,22089,1.00,1.46,1.42,1.14,1.21,0.48,
single_target,FotM_ToF_SWD_VT_STM,22089,1.00,1.43,1.39,1.09,1.20,0.48,
single_target,SI_DV_AS_VT_LotV,22089,1.00,1.48,1.54,1.09,1.21,0.48,
single_target,SWV_DV_SWD_VT_DA,22081,1.00,1.50,1.39,1.08,1.22,0.48,
single_target,SWV_ToF_SC_VT_STM,22076,1.00,1.42,1.38,1.09,1.21,0.48,
single_target,SI_DV_SWD_LI_LotV,22070,1.00,1.63,1.40,1.15,1.20,0.48,
single_target,SI_DV_AS_MB_LotV,22069,1.00,1.56,1.54,1.12,1.19,0.48,
single_target,SWV_ToF_SWD_VT_STM,22064,1.00,1.38,1.38,1.09,1.19,0.48,
single_target,FotM_ToF_SC_VT_STM,22058,1.00,1.42,1.38,1.08,1.20,0.48,
single_target,SI_ToF_SC_VT_LotV,22041,1.00,1.50,1.40,1.09,1.22,0.49,
single_target,FotM_Mis_SC_VT_LotV,22038,1.00,1.47,1.40,1.07,1.20,0.48,
single_target,SI_DV_SWD_LI_DA,22021,1.00,1.53,1.40,1.16,1.19,0.49,
single_target,SI_Mis_AS_MB_LotV,22019,1.00,1.53,1.57,1.11,1.21,0.49,
single_target,FotM_Mis_SWD_MB_STM,22006,1.00,1.44,1.37,1.12,1.19,0.48,
single_target,FotM_Mis_SWD_VT_LotV,22000,1.00,1.47,1.39,1.09,1.19,0.48,
single_target,SI_Mis_SC_LI_DA,21982,1.00,1.53,1.38,1.16,1.19,0.48,
single_target,FotM_Mis_SC_MB_STM,21965,1.00,1.44,1.36,1.11,1.20,0.48,
single_target,SI_ToF_SWD_VT_LotV,21958,1.00,1.52,1.41,1.09,1.20,0.48,
single_target,SI_DV_SC_LI_STM,21937,1.00,1.56,1.36,1.14,1.19,0.48,
single_target,FotM_Mis_AS_VT_STM,21934,1.00,1.47,1.53,1.11,1.21,0.49,
single_target,FotM_DV_SWD_VT_DA,21929,1.00,1.51,1.37,1.07,1.19,0.48,
single_target,FotM_DV_SC_VT_DA,21928,1.00,1.44,1.39,1.07,1.22,0.49,
single_target,SWV_Mis_SC_MB_STM,21927,1.00,1.45,1.38,1.12,1.21,0.48,
single_target,SI_DV_AS_MB_DA,21925,1.00,1.44,1.53,1.10,1.21,0.48,
single_target,SI_Mis_SC_LI_LotV,21913,1.00,1.56,1.43,1.17,1.20,0.48,
single_target,FotM_DV_SC_MB_STM,21897,1.00,1.52,1.37,1.09,1.21,0.48,
single_target,SI_Mis_AS_MB_DA,21896,1.00,1.46,1.53,1.12,1.20,0.48,
single_target,SI_Mis_SWD_LI_DA,21886,1.00,1.56,1.39,1.16,1.19,0.48,
single_target,SI_Mis_SC_LI_STM,21885,1.00,1.52,1.40,1.17,1.20,0.48,
single_target,SWV_Mis_SC_VT_DA,21862,1.00,1.45,1.36,1.09,1.19,0.48,
single_target,SWV_Mis_AS_VT_STM,21858,1.00,1.41,1.51,1.10,1.20,0.48,
single_target,SWV_Mis_SWD_MB_STM,21858,1.00,1.40,1.37,1.10,1.20,0.49,
single_target,SWV_Mis_SWD_VT_DA,21855,1.00,1.44,1.38,1.11,1.19,0.49,
single_target,FotM_DV_AS_VT_STM,21849,1.00,1.45,1.49,1.06,1.20,0.48,
single_target,FotM_Mis_SWD_VT_DA,21847,1.00,1.44,1.38,1.09,1.19,0.48,
single_target,SI_ToF_SC_MB_STM,21838,1.00,1.48,1.39,1.10,1.19,0.48,
single_target,SI_DV_AS_VT_DA,21833,1.00,1.52,1.53,1.07,1.19,0.48,
single_target,FotM_DV_SWD_MB_STM,21829,1.00,1.51,1.35,1.09,1.19,0.48,
single_target,FotM_Mis_SC_VT_DA,21821,1.00,1.45,1.35,1.07,1.19,0.48,
single_target,SWV_DV_SC_MB_STM,21820,1.00,1.50,1.37,1.07,1.21,0.49,
single_target,SWV_DV_AS_VT_STM,21802,1.00,1.48,1.55,1.10,1.22,0.50,
single_target,SI_Mis_AS_VT_LotV,21783,1.00,1.51,1.55,1.09,1.21,0.48,
single_target,SI_ToF_SWD_MB_STM,21783,1.00,1.48,1.39,1.12,1.21,0.48,
single_target,SI_Mis_SWD_LI_LotV,21778,1.00,1.59,1.44,1.19,1.23,0.49,
single_target,SWV_DV_SWD_MB_STM,21751,1.00,1.45,1.37,1.10,1.20,0.48,
single_target,SI_DV_SWD_LI_STM,21746,1.00,1.62,1.37,1.15,1.19,0.49,
single_target,SI_ToF_SC_VT_DA,21741,1.00,1.51,1.40,1.08,1.19,0.49,
single_target,SI_DV_SC_MB_LotV,21739,1.00,1.55,1.43,1.10,1.22,0.50,
single_target,SI_ToF_SWD_VT_DA,21737,1.00,1.48,1.40,1.10,1.19,0.49,
single_target,SI_DV_SC_VT_LotV,21735,1.00,1.43,1.38,1.05,1.21,0.48,
single_target,SI_DV_SWD_MB_LotV,21728,1.00,1.50,1.40,1.08,1.20,0.48,
single_target,SI_ToF_AS_VT_STM,21724,1.00,1.45,1.53,1.09,1.21,0.48,
single_target,SI_Mis_SC_MB_LotV,21722,1.00,1.48,1.40,1.10,1.18,0.49,
single_target,SI_DV_SWD_VT_LotV,21714,1.00,1.50,1.42,1.07,1.21,0.49,
single_target,SI_Mis_SWD_LI_STM,21694,1.00,1.63,1.38,1.18,1.19,0.49,
single_target,SI_Mis_SWD_MB_LotV,21683,1.00,1.49,1.41,1.12,1.20,0.49,
single_target,SI_Mis_AS_MB_STM,21628,1.00,1.48,1.52,1.11,1.20,0.49,
single_target,SI_DV_SC_MB_DA,21615,1.00,1.43,1.40,1.08,1.21,0.49,
single_target,SI_DV_SWD_MB_DA,21591,1.00,1.41,1.40,1.10,1.20,0.49,
single_target,SI_Mis_AS_VT_DA,21582,1.00,1.49,1.55,1.10,1.19,0.49,
single_target,FotM_Mis_SC_VT_STM,21580,1.00,1.39,1.36,1.08,1.20,0.49,
single_target,SI_Mis_SWD_MB_DA,21571,1.00,1.42,1.40,1.12,1.19,0.50,
single_target,SI_Mis_SC_MB_DA,21560,1.00,1.44,1.38,1.10,1.20,0.49,
single_target,SI_DV_AS_MB_STM,21558,1.00,1.52,1.50,1.09,1.19,0.49,
single_target,FotM_Mis_SWD_VT_STM,21551,1.00,1.47,1.38,1.09,1.20,0.50,
single_target,SWV_DV_SC_VT_STM,21543,1.00,1.44,1.37,1.06,1.20,0.49,
single_target,SWV_Mis_SC_VT_STM,21516,1.00,1.35,1.38,1.08,1.20,0.49,
single_target,SWV_Mis_SWD_VT_STM,21511,1.00,1.40,1.40,1.09,1.21,0.50,
single_target,SI_Mis_SC_VT_LotV,21476,1.00,1.49,1.42,1.10,1.22,0.50,
single_target,FotM_DV_SC_VT_STM,21467,1.00,1.47,1.39,1.06,1.22,0.50,
single_target,SWV_DV_SWD_VT_STM,21448,1.00,1.42,1.37,1.06,1.21,0.50,
single_target,FotM_DV_SWD_VT_STM,21446,1.00,1.44,1.37,1.06,1.21,0.49,
single_target,SI_ToF_SC_VT_STM,21445,1.00,1.38,1.40,1.07,1.21,0.50,
single_target,SI_DV_SC_VT_DA,21437,1.00,1.47,1.38,1.07,1.20,0.49,
single_target,SI_Mis_SWD_VT_LotV,21425,1.00,1.49,1.42,1.09,1.20,0.50,
single_target,SI_DV_SWD_VT_DA,21423,1.00,1.49,1.37,1.06,1.18,0.48,
single_target,SI_ToF_SWD_VT_STM,21364,1.00,1.44,1.40,1.09,1.20,0.50,
single_target,SI_Mis_SC_MB_STM,21321,1.00,1.40,1.35,1.08,1.18,0.49,
single_target,SI_Mis_SWD_MB_STM,21297,1.00,1.46,1.40,1.13,1.21,0.50,
single_target,SI_DV_SC_MB_STM,21265,1.00,1.50,1.36,1.08,1.18,0.50,
single_target,SI_Mis_SC_VT_DA,21237,1.00,1.50,1.41,1.10,1.20,0.51,
single_target,SI_DV_AS_VT_STM,21229,1.00,1.45,1.53,1.07,1.22,0.50,
single_target,SI_Mis_AS_VT_STM,21222,1.00,1.43,1.54,1.09,1.20,0.50,
single_target,SI_DV_SWD_MB_STM,21220,1.00,1.45,1.37,1.08,1.19,0.49,
single_target,SI_Mis_SWD_VT_DA,21193,1.00,1.46,1.40,1.11,1.20,0.50,
single_target,SI_Mis_SC_VT_STM,20922,1.00,1.38,1.40,1.07,1.21,0.51,
single_target,SI_DV_SC_VT_STM,20907,1.00,1.44,1.37,1.05,1.18,0.50,
single_target,SI_DV_SWD_VT_STM,20876,1.00,1.40,1.38,1.06,1.21,0.51,
single_target,SI_Mis_SWD_VT_STM,20849,1.00,1.41,1.39,1.07,1.19,0.51,
single_target,Base,18282,1.00,1.50,1.47,1.22,1.21,0.59,
